,event_name,weight_class,fighter_1,action,fighter_2,round,time,method
1440,UFC Fight Night: Holloway vs. Oliveira,Featherweight,Max Holloway,def.,Charles Oliveira,1,1:39,TKO (neck injury)
1441,UFC Fight Night: Holloway vs. Oliveira,Welterweight,Neil Magny,def.,Erick Silva,3,5:00,"Decision (split) (28–29, 29–28, 30–27)"
1442,UFC Fight Night: Holloway vs. Oliveira,Welterweight,Patrick Côté,def.,Josh Burkman,3,1:26,TKO (punches)
1443,UFC Fight Night: Holloway vs. Oliveira,Lightweight,Francisco Trinaldo,def.,Chad Laprise,1,2:43,TKO (punches)
1444,UFC Fight Night: Holloway vs. Oliveira,Lightweight,Olivier Aubin-Mercier,def.,Tony Sims,3,5:00,"Decision (unanimous) (30–27, 30–27, 29–28)"
1445,UFC Fight Night: Holloway vs. Oliveira,Women's Strawweight,Valérie Létourneau,def.,Maryna Moroz,3,5:00,"Decision (unanimous) (29–28, 29–28, 30–27)"
1446,UFC Fight Night: Holloway vs. Oliveira,Lightweight,Frankie Perez,def.,Sam Stout,1,0:54,TKO (punches)
1447,UFC Fight Night: Holloway vs. Oliveira,Bantamweight,Felipe Arantes,def.,Yves Jabouin,1,4:21,Submission (armbar)
1448,UFC Fight Night: Holloway vs. Oliveira,Light Heavyweight,Nikita Krylov,def.,Marcos Rogério de Lima,1,2:29,Submission (rear-naked choke)
1449,UFC Fight Night: Holloway vs. Oliveira,Flyweight,Chris Kelades,def.,Chris Beal,3,5:00,"Decision (split) (27–30, 29–28, 29–28)"
1450,UFC Fight Night: Holloway vs. Oliveira,Lightweight,Shane Campbell,def.,Elias Silvério,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
1451,UFC Fight Night: Holloway vs. Oliveira,Light Heavyweight,Misha Cirkunov,def.,Daniel Jolly,1,4:45,KO (punches)
1452,UFC Fight Night: Teixeira vs. Saint Preux,Light Heavyweight,Glover Teixeira,def.,Ovince Saint Preux,3,3:10,Technical Submission (rear-naked choke)
1453,UFC Fight Night: Teixeira vs. Saint Preux,Lightweight,Beneil Dariush,def.,Michael Johnson,3,5:00,"Decision (split) (29–28, 28–29, 29–28)"
1454,UFC Fight Night: Teixeira vs. Saint Preux,Middleweight,Derek Brunson,def.,Sam Alvey,1,2:19,TKO (punches)
1455,UFC Fight Night: Teixeira vs. Saint Preux,Heavyweight,Jared Rosholt,def.,Timothy Johnson,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
1456,UFC Fight Night: Teixeira vs. Saint Preux,Women's Bantamweight,Amanda Nunes,def.,Sara McMann,1,2:53,Submission (rear-naked choke)
1457,UFC Fight Night: Teixeira vs. Saint Preux,Catchweight (126.75 lbs),Ray Borg,def.,Geane Herrera,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
1458,UFC Fight Night: Teixeira vs. Saint Preux,Middleweight,Uriah Hall,def.,Oluwale Bamgbose,1,2:32,TKO (punches)
1459,UFC Fight Night: Teixeira vs. Saint Preux,Middleweight,Chris Camozzi,def.,Tom Watson,3,5:00,"Decision (unanimous) (29–27, 30–26, 29–27)"
1460,UFC Fight Night: Teixeira vs. Saint Preux,Flyweight,Dustin Ortiz,def.,Willie Gates,3,2:58,TKO (elbows and punches)
1461,UFC Fight Night: Teixeira vs. Saint Preux,Bantamweight,Frankie Saenz,def.,Sirwan Kakai,3,5:00,"Decision (split) (28–29, 30–27, 30–27)"
1462,UFC Fight Night: Teixeira vs. Saint Preux,Light Heavyweight,Jonathan Wilson,def.,Chris Dempsey,1,0:50,KO (punches)
1463,UFC Fight Night: Teixeira vs. Saint Preux,Bantamweight,Marlon Vera,def.,Roman Salazar,2,2:15,Submission (triangle armbar)
1464,UFC Fight Night: Teixeira vs. Saint Preux,Lightweight,Scott Holtzman,def.,Anthony Christodoulou,3,2:40,Submission (rear-naked choke)
1465,UFC 190: Rousey vs. Correia,Women's Bantamweight,Ronda Rousey,def.,Bethe Correia,1,0:34,KO (punch)
1466,UFC 190: Rousey vs. Correia,Light Heavyweight,Maurício Rua,def.,Antônio Rogério Nogueira,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
1467,UFC 190: Rousey vs. Correia,Lightweight,Glaico França,def.,Fernando Bruno,3,4:46,Submission (rear-naked choke)
1468,UFC 190: Rousey vs. Correia,Bantamweight,Reginaldo Vieira,def.,Dileno Lopes,3,5:00,"Decision (unanimous) (29–28, 30–27, 30–27)"
1469,UFC 190: Rousey vs. Correia,Heavyweight,Stefan Struve,def.,Antônio Rodrigo Nogueira,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
1470,UFC 190: Rousey vs. Correia,Heavyweight,Antônio Silva,def.,Soa Palelei,2,0:41,TKO (punches)
1471,UFC 190: Rousey vs. Correia,Women's Strawweight,Cláudia Gadelha,def.,Jessica Aguilar,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
1472,UFC 190: Rousey vs. Correia,Welterweight,Demian Maia,def.,Neil Magny,2,2:52,Submission (rear-naked choke)
1473,UFC 190: Rousey vs. Correia,Light Heavyweight,Patrick Cummins,def.,Rafael Cavalcante,3,0:45,TKO (elbows)
1474,UFC 190: Rousey vs. Correia,Welterweight,Warlley Alves,def.,Nordine Taleb,2,4:11,Submission (guillotine choke)
1475,UFC 190: Rousey vs. Correia,Bantamweight,Iuri Alcântara,def.,Leandro Issa,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–27)"
1476,UFC 190: Rousey vs. Correia,Middleweight,Vitor Miranda,def.,Clint Hester,2,2:38,TKO (punches and elbows)
1477,UFC 190: Rousey vs. Correia,Bantamweight,Guido Cannetti,def.,Hugo Viana,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
1478,UFC on Fox: Dillashaw vs. Barão 2,Bantamweight,T.J. Dillashaw,def.,Renan Barão,4,0:35,TKO (punches)
1479,UFC on Fox: Dillashaw vs. Barão 2,Women's Bantamweight,Miesha Tate,def.,Jessica Eye,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
1480,UFC on Fox: Dillashaw vs. Barão 2,Lightweight,Edson Barboza,def.,Paul Felder,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
1481,UFC on Fox: Dillashaw vs. Barão 2,Lightweight,Joe Lauzon,def.,Takanori Gomi,1,2:37,TKO (punches)
1482,UFC on Fox: Dillashaw vs. Barão 2,Light Heavyweight,Tom Lawlor,def.,Gian Villante,2,0:27,KO (punch)
1483,UFC on Fox: Dillashaw vs. Barão 2,Lightweight,Jim Miller,def.,Danny Castillo,3,5:00,"Decision (split) (28–29, 29–28, 30–27)"
1484,UFC on Fox: Dillashaw vs. Barão 2,Welterweight,Ben Saunders,def.,Kenny Robertson,3,5:00,"Decision (split) (29–28, 28–29, 29–28)"
1485,UFC on Fox: Dillashaw vs. Barão 2,Bantamweight,Bryan Caraway,def.,Eddie Wineland,3,5:00,"Decision (unanimous) (29–28, 29–28, 30–27)"
1486,UFC on Fox: Dillashaw vs. Barão 2,Lightweight,James Krause,def.,Daron Cruickshank,1,1:27,Submission (rear-naked choke)
1487,UFC on Fox: Dillashaw vs. Barão 2,Lightweight,Andrew Holbrook,def.,Ramsey Nijem,3,5:00,"Decision (split) (29–28, 28–29, 29–28)"
1488,UFC on Fox: Dillashaw vs. Barão 2,Women's Bantamweight,Elizabeth Phillips,def.,Jessamyn Duke,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
1489,UFC on Fox: Dillashaw vs. Barão 2,Welterweight,Zak Cummings,def.,Dominique Steele,1,0:43,TKO (punches)
1490,UFC Fight Night: Bisping vs. Leites,Middleweight,Michael Bisping,def.,Thales Leites,5,5:00,"Decision (split) (47–48, 49–46, 48–47)"
1491,UFC Fight Night: Bisping vs. Leites,Lightweight,Evan Dunham,def.,Ross Pearson,3,5:00,"Decision (unanimous) (30–27, 30–27, 29–28)"
1492,UFC Fight Night: Bisping vs. Leites,Lightweight,Joseph Duffy,def.,Ivan Jorge,1,3:05,Submission (triangle choke)
1493,UFC Fight Night: Bisping vs. Leites,Women's Strawweight,Joanne Calderwood,def.,Cortney Casey,3,5:00,"Decision (unanimous) (30–27, 29–28, 30–27)"
1494,UFC Fight Night: Bisping vs. Leites,Welterweight,Leon Edwards,def.,Pawel Pawlak,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
1495,UFC Fight Night: Bisping vs. Leites,Lightweight,Stevie Ray,def.,Leonardo Mafra,1,2:30,TKO (punches)
1496,UFC Fight Night: Bisping vs. Leites,Flyweight,Paddy Holohan,def.,Vaughan Lee,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
1497,UFC Fight Night: Bisping vs. Leites,Light Heavyweight,Ilir Latifi,def.,Hans Stringer,1,0:56,KO (punches)
1498,UFC Fight Night: Bisping vs. Leites,Lightweight,Mickaël Lebout,def.,Teemu Packalén,3,5:00,"Decision (unanimous) (29–28, 29–28, 30–27)"
1499,UFC Fight Night: Bisping vs. Leites,Featherweight,Rob Whiteford,def.,Paul Redmond,1,3:04,KO (punches)
1500,UFC Fight Night: Bisping vs. Leites,Bantamweight,Jimmie Rivera,def.,Marcus Brimage,1,1:29,KO (punches)
1501,UFC Fight Night: Bisping vs. Leites,Heavyweight,Daniel Omielańczuk,def.,Chris de la Rocha,1,0:48,TKO (punches)
1502,UFC Fight Night: Mir vs. Duffee,Heavyweight,Frank Mir,def.,Todd Duffee,1,1:13,KO (punch)
1503,UFC Fight Night: Mir vs. Duffee,Lightweight,Tony Ferguson,def.,Josh Thomson,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–26)"
1504,UFC Fight Night: Mir vs. Duffee,Women's Bantamweight,Holly Holm,def.,Marion Reneau,3,5:00,"Decision (unanimous) (30–27, 30–26, 29–28)"
1505,UFC Fight Night: Mir vs. Duffee,Bantamweight,Manvel Gamburyan,def.,Scott Jorgensen,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
1506,UFC Fight Night: Mir vs. Duffee,Lightweight,Kevin Lee,def.,James Moontasri,1,2:56,Submission (rear-naked choke)
1507,UFC Fight Night: Mir vs. Duffee,Welterweight,Alan Jouban,def.,Matt Dwyer,3,5:00,"Decision (unanimous) (29–27, 29–27, 29–27)"
1508,UFC Fight Night: Mir vs. Duffee,Featherweight,Sam Sicilia,def.,Yaotzin Meza,3,5:00,"Decision (unanimous) (30–27, 29–28, 29–28)"
1509,UFC Fight Night: Mir vs. Duffee,Women's Bantamweight,Jéssica Andrade,def.,Sarah Moras,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
1510,UFC Fight Night: Mir vs. Duffee,Bantamweight,Rani Yahya,def.,Masanori Kanehara,3,5:00,"Decision (split) (29–28, 28–29, 29–28)"
1511,UFC Fight Night: Mir vs. Duffee,Welterweight,Sean Strickland,def.,Igor Araújo,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–26)"
1512,UFC Fight Night: Mir vs. Duffee,Middleweight,Kevin Casey,def.,Ildemar Alcântara,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
1513,UFC Fight Night: Mir vs. Duffee,Welterweight,Lyman Good,def.,Andrew Craig,2,3:37,KO (punches)
1514,The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Welterweight,Stephen Thompson,def.,Jake Ellenberger,1,4:29,KO (spinning hook kick)
1515,The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Welterweight,Kamaru Usman,def.,Hayder Hassan,2,1:19,Submission (arm-triangle choke)
1516,The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Welterweight,Michael Graves,def.,Vicente Luque,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
1517,The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Welterweight,Jorge Masvidal,def.,Cezar Ferreira,1,4:22,KO (elbow and punches)
1518,The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Women's Strawweight,Michelle Waterson,def.,Angela Magaña,3,2:38,Submission (rear-naked choke)
1519,The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Catchweight (148.5 lbs),Maximo Blanco,def.,Mike De La Torre,1,0:16,TKO (punches)
1520,The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Middleweight,Josh Samman,def.,Caio Magalhães,1,2:52,Submission (rear-naked choke)
1521,The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Bantamweight,Jerrod Sanders,def.,Russell Doane,3,5:00,"Decision (unanimous) (29–28, 30–27, 29–28)"
1522,The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Middleweight,Trevor Smith,def.,Dan Miller,3,5:00,"Decision (unanimous) (30–25, 30–25, 30–26)"
1523,The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Welterweight,George Sullivan,def.,Dominic Waters,3,5:00,"Decision (unanimous) (29–27, 30–25, 29–28)"
1524,The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Flyweight,Willie Gates,def.,Darrell Montague,1,1:36,TKO (knees to the body and elbows)
1525,UFC 189: Mendes vs. McGregor,Featherweight,Conor McGregor,def.,Chad Mendes,2,4:57,TKO (punches)
1526,UFC 189: Mendes vs. McGregor,Welterweight,Robbie Lawler,def.,Rory MacDonald,5,1:00,TKO (punches)
1527,UFC 189: Mendes vs. McGregor,Catchweight (149.5 lbs),Jeremy Stephens,def.,Dennis Bermudez,3,0:32,TKO (flying knee and punches)
1528,UFC 189: Mendes vs. McGregor,Welterweight,Gunnar Nelson,def.,Brandon Thatch,1,2:54,Submission (rear-naked choke)
1529,UFC 189: Mendes vs. McGregor,Bantamweight,Thomas Almeida,def.,Brad Pickett,2,0:29,KO (flying knee)
1530,UFC 189: Mendes vs. McGregor,Welterweight,Matt Brown,def.,Tim Means,1,4:44,Submission (guillotine choke)
1531,UFC 189: Mendes vs. McGregor,Welterweight,Alex Garcia,def.,Mike Swick,3,5:00,"Decision (unanimous) (29-28, 30-27, 30-27)"
1532,UFC 189: Mendes vs. McGregor,Welterweight,John Howard,def.,Cathal Pendred,3,5:00,"Decision (split) (29-28, 28-29, 29-28)"
1533,UFC 189: Mendes vs. McGregor,Bantamweight,Cody Garbrandt,def.,Henry Briones,3,5:00,"Decision (unanimous) (30-27, 30-27, 30-27)"
1534,UFC 189: Mendes vs. McGregor,Flyweight,Louis Smolka,def.,Neil Seery,3,5:00,"Decision (unanimous) (30-27, 30-27, 30-27)"
1535,UFC 189: Mendes vs. McGregor,Lightweight,Cody Pfister,def.,Yosdenis Cedeno,3,5:00,"Decision (unanimous) (29-28, 29-28, 29-28)"
1536,UFC Fight Night: Machida vs. Romero,Middleweight,Yoel Romero,def.,Lyoto Machida,3,1:38,KO (elbows)
1537,UFC Fight Night: Machida vs. Romero,Welterweight,Lorenz Larkin,def.,Santiago Ponzinibbio,2,3:07,TKO (punches)
1538,UFC Fight Night: Machida vs. Romero,Middleweight,Antônio Carlos Júnior,def.,Eddie Gordon,3,4:37,Submission (rear-naked choke)
1539,UFC Fight Night: Machida vs. Romero,Middleweight,Thiago Santos,def.,Steve Bossé,1,0:29,KO (head kick)
1540,UFC Fight Night: Machida vs. Romero,Featherweight,Hacran Dias,def.,Levan Makashvili,3,5:00,"Decision (split) (28–29, 29–28, 29–28)"
1541,UFC Fight Night: Machida vs. Romero,Welterweight,Alex Oliveira,def.,Joe Merritt,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
1542,UFC Fight Night: Machida vs. Romero,Catchweight (174 lbs),Leandro Silva,def.,Lewis Gonzalez,3,5:00,"Decision (unanimous) (30–27, 30–27, 29–27)"
1543,UFC Fight Night: Machida vs. Romero,Welterweight,Tony Sims,def.,Steve Montgomery,1,2:43,KO (punches)
1544,UFC Fight Night: Machida vs. Romero,Bantamweight,Sirwan Kakai,def.,Danny Martinez,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
1545,UFC Fight Night: Jędrzejczyk vs. Penne,Women's Strawweight,Joanna Jędrzejczyk,def.,Jessica Penne,3,4:22,TKO (punches and knee)
1546,UFC Fight Night: Jędrzejczyk vs. Penne,Featherweight,Tatsuya Kawajiri,def.,Dennis Siver,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
1547,UFC Fight Night: Jędrzejczyk vs. Penne,Welterweight,Peter Sobotta,def.,Steve Kennedy,1,2:57,Submission (rear-naked choke)
1548,UFC Fight Night: Jędrzejczyk vs. Penne,Lightweight,Nick Hein,def.,Łukasz Sajewski,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
1549,UFC Fight Night: Jędrzejczyk vs. Penne,Featherweight,Makwan Amirkhani,def.,Masio Fullen,1,1:31,Submission (rear-naked choke)
1550,UFC Fight Night: Jędrzejczyk vs. Penne,Lightweight,Mairbek Taisumov,def.,Alan Patrick,2,1:30,TKO (head kick and punches)
1551,UFC Fight Night: Jędrzejczyk vs. Penne,Featherweight,Arnold Allen,def.,Alan Omer,3,1:41,Submission (guillotine choke)
1552,UFC Fight Night: Jędrzejczyk vs. Penne,Featherweight,Noad Lahat,def.,Niklas Bäckström,3,5:00,"Decision (majority) (28–28, 29–28, 29–28)"
1553,UFC Fight Night: Jędrzejczyk vs. Penne,Middleweight,Scott Askham,def.,Antônio dos Santos Jr.,1,2:52,KO (punches and knees)
1554,UFC Fight Night: Jędrzejczyk vs. Penne,Lightweight,Magomed Mustafaev,def.,Piotr Hallmann,2,3:24,TKO (doctor stoppage)
1555,UFC Fight Night: Jędrzejczyk vs. Penne,Bantamweight,Taylor Lapilus,def.,Yuta Sasaki,2,1:26,TKO (punches)
1556,UFC 188: Velasquez vs. Werdum,Heavyweight,Fabrício Werdum,def.,Cain Velasquez,3,2:13,Submission (guillotine choke)
1557,UFC 188: Velasquez vs. Werdum,Lightweight,Eddie Alvarez,def.,Gilbert Melendez,3,5:00,"Decision (split) (29–28, 28–29, 29–28)"
1558,UFC 188: Velasquez vs. Werdum,Middleweight,Kelvin Gastelum,def.,Nate Marquardt,2,5:00,TKO (corner stoppage)
1559,UFC 188: Velasquez vs. Werdum,Featherweight,Yair Rodríguez,def.,Charles Rosa,3,5:00,"Decision (split) (28–29, 29–28, 29–28)"
1560,UFC 188: Velasquez vs. Werdum,Women's Strawweight,Tecia Torres,def.,Angela Hill,3,5:00,"Decision (unanimous) (30–27, 30–27, 29–28)"
1561,UFC 188: Velasquez vs. Werdum,Flyweight,Henry Cejudo,def.,Chico Camus,3,5:00,"Decision (unanimous) (29–28, 30–27, 30–27)"
1562,UFC 188: Velasquez vs. Werdum,Lightweight,Efrain Escudero,def.,Drew Dober,1,0:54,Submission (standing guillotine choke)
1563,UFC 188: Velasquez vs. Werdum,Bantamweight,Patrick Williams,def.,Alejandro Pérez,1,0:23,Technical Submission (standing guillotine choke)
1564,UFC 188: Velasquez vs. Werdum,Lightweight,Johnny Case,def.,Francisco Trevino,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
1565,UFC 188: Velasquez vs. Werdum,Welterweight,Cathal Pendred,def.,Augusto Montaño,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
1566,UFC 188: Velasquez vs. Werdum,Featherweight,Gabriel Benítez,def.,Clay Collard,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
1567,UFC Fight Night: Boetsch vs. Henderson,Middleweight,Dan Henderson,def.,Tim Boetsch,1,0:28,KO (punches)
1568,UFC Fight Night: Boetsch vs. Henderson,Heavyweight,Ben Rothwell,def.,Matt Mitrione,1,1:54,Submission (guillotine choke)
1569,UFC Fight Night: Boetsch vs. Henderson,Catchweight (159.5 lbs),Dustin Poirier,def.,Yancy Medeiros,1,2:38,TKO (body kick and punches)
1570,UFC Fight Night: Boetsch vs. Henderson,Featherweight,Brian Ortega,def.,Thiago Tavares,3,4:10,TKO (punches)
1571,UFC Fight Night: Boetsch vs. Henderson,Bantamweight,Anthony Birchak,def.,Joe Soto,1,1:37,KO (punches)
1572,UFC Fight Night: Boetsch vs. Henderson,Bantamweight,Francisco Rivera,def.,Alex Caceres,1,0:21,KO (punches)
1573,UFC Fight Night: Boetsch vs. Henderson,Heavyweight,Shawn Jordan,def.,Derrick Lewis,2,0:48,TKO (hook kick and punches)
1574,UFC Fight Night: Boetsch vs. Henderson,Welterweight,Omari Akhmedov,def.,Brian Ebersole,1,5:00,TKO (knee injury)
1575,UFC Fight Night: Boetsch vs. Henderson,Lightweight,Chris Wade,def.,Christos Giagos,3,5:00,"Decision (unanimous) (29–28, 29–28, 30–27)"
1576,UFC Fight Night: Boetsch vs. Henderson,Lightweight,Joe Proctor,def.,Justin Edwards,3,4:58,Technical Submission (guillotine choke)
1577,UFC Fight Night: Boetsch vs. Henderson,Middleweight,Jake Collier,def.,Ricardo Abreu,3,5:00,"Decision (split) (29–28, 28–29, 29–28)"
1578,UFC Fight Night: Boetsch vs. Henderson,Catchweight (137 lbs),José Alberto Quiñónez,def.,Leonardo Morales,1,2:34,Submission (rear-naked choke)
1579,UFC Fight Night: Condit vs. Alves,Welterweight,Carlos Condit,def.,Thiago Alves,2,5:00,TKO (doctor stoppage)
1580,UFC Fight Night: Condit vs. Alves,Featherweight,Charles Oliveira,def.,Nik Lentz,3,1:10,Submission (guillotine choke)
1581,UFC Fight Night: Condit vs. Alves,Welterweight,Alex Oliveira,def.,K.J. Noons,1,2:51,Submission (rear-naked choke)
1582,UFC Fight Night: Condit vs. Alves,Light Heavyweight,Francimar Barroso,def.,Ryan Jimmo,3,5:00,"Decision (unanimous) (30–27, 30–27, 29–28)"
1583,UFC Fight Night: Condit vs. Alves,Lightweight,Francisco Trinaldo,def.,Norman Parke,3,5:00,"Decision (split) (28–29, 29–28, 29–28)"
1584,UFC Fight Night: Condit vs. Alves,Welterweight,Darren Till,def.,Wendell Oliveira,2,1:37,KO (elbows)
1585,UFC Fight Night: Condit vs. Alves,Featherweight,Rony Jason,vs.,Damon Jackson,1,3:31,No Contest (overturned)
1586,UFC Fight Night: Condit vs. Alves,Flyweight,Jussier Formiga,def.,Wilson Reis,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
1587,UFC Fight Night: Condit vs. Alves,Welterweight,Nicolas Dalby,def.,Elizeu Zaleski dos Santos,3,5:00,"Decision (split) (29–28, 28–29, 29–28)"
1588,UFC Fight Night: Condit vs. Alves,Featherweight,Mirsad Bektić,def.,Lucas Martins,2,0:30,TKO (punches)
1589,UFC Fight Night: Condit vs. Alves,Women's Strawweight,Juliana Lima,def.,Ericka Almeida,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–25)"
1590,UFC Fight Night: Condit vs. Alves,Welterweight,Tom Breese,def.,Luiz Dutra Jr.,1,4:58,TKO (punches)
1591,UFC 187: Johnson vs. Cormier,Light Heavyweight,Daniel Cormier,def.,Anthony Johnson,3,2:39,Submission (rear-naked choke)
1592,UFC 187: Johnson vs. Cormier,Middleweight,Chris Weidman,def.,Vitor Belfort,1,2:53,TKO (punches)
1593,UFC 187: Johnson vs. Cormier,Lightweight,Donald Cerrone,def.,John Makdessi,2,4:44,TKO (head kick)
1594,UFC 187: Johnson vs. Cormier,Heavyweight,Andrei Arlovski,def.,Travis Browne,1,4:41,TKO (punches)
1595,UFC 187: Johnson vs. Cormier,Flyweight,Joseph Benavidez,def.,John Moraga,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
1596,UFC 187: Johnson vs. Cormier,Flyweight,John Dodson,def.,Zach Makovsky,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
1597,UFC 187: Johnson vs. Cormier,Welterweight,Dong Hyun Kim,def.,Josh Burkman,3,2:13,Submission (arm-triangle choke)
1598,UFC 187: Johnson vs. Cormier,Middleweight,Rafael Natal,def.,Uriah Hall,3,5:00,"Decision (split) (29–28, 28–29, 29–28)"
1599,UFC 187: Johnson vs. Cormier,Welterweight,Colby Covington,def.,Mike Pyle,3,5:00,"Decision (unanimous) (30–27, 29–28, 30–27)"
1600,UFC 187: Johnson vs. Cormier,Lightweight,Islam Makhachev,def.,Leo Kuntz,2,2:38,Submission (rear-naked choke)
1601,UFC 187: Johnson vs. Cormier,Flyweight,Justin Scoggins,def.,Josh Sampo,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
1602,UFC Fight Night: Edgar vs. Faber,Featherweight,Frankie Edgar,def.,Urijah Faber,5,5:00,"Decision (unanimous) (50–45, 50–45, 50–45)"
1603,UFC Fight Night: Edgar vs. Faber,Middleweight,Gegard Mousasi,def.,Costas Philippou,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
1604,UFC Fight Night: Edgar vs. Faber,Middleweight,Mark Muñoz,def.,Luke Barnatt,3,5:00,"Decision (unanimous) (29–28, 30–27, 30–27)"
1605,UFC Fight Night: Edgar vs. Faber,Welterweight,Neil Magny,def.,Hyun Gyu Lim,2,1:24,TKO (punches)
1606,UFC Fight Night: Edgar vs. Faber,Featherweight,Phillipe Nover,def.,Yui Chul Nam,3,5:00,"Decision (split) (29–28, 28–29, 29–28)"
1607,UFC Fight Night: Edgar vs. Faber,Featherweight,Levan Makashvili,def.,Mark Eddiva,3,5:00,"Decision (split) (29–28, 28–29, 30–27)"
1608,UFC Fight Night: Edgar vs. Faber,Lightweight,Jon Tuck,def.,Tae Hyun Bang,1,3:56,Submission (rear-naked choke)
1609,UFC Fight Night: Edgar vs. Faber,Lightweight,Kajan Johnson,def.,Zhang Lipeng,3,5:00,"Decision (unanimous) (30–27, 29–28, 29–28)"
1610,UFC Fight Night: Edgar vs. Faber,Welterweight,Li Jingliang,def.,Dhiego Lima,1,1:25,KO (punches)
1611,UFC Fight Night: Edgar vs. Faber,Catchweight (137 lbs),Ning Guangyou,def.,Royston Wee,2,4:59,TKO (punches and elbows)
1612,UFC Fight Night: Edgar vs. Faber,Flyweight,Jon Delos Reyes,def.,Roldan Sangcha-an,2,3:13,Submission (rear-naked choke)
1613,UFC Fight Night: Edgar vs. Faber,Flyweight,Yao Zhikui,def.,Nolan Ticman,3,5:00,"Decision (split) (29–28, 28–29, 29–28)"
1614,UFC Fight Night: Miocic vs. Hunt,Heavyweight,Stipe Miocic,def.,Mark Hunt,5,2:47,TKO (punches)
1615,UFC Fight Night: Miocic vs. Hunt,Middleweight,Robert Whittaker,def.,Brad Tavares,1,0:44,KO (punches)
1616,UFC Fight Night: Miocic vs. Hunt,Light Heavyweight,Sean O'Connell,def.,Anthony Perosh,1,0:56,TKO (punches)
1617,UFC Fight Night: Miocic vs. Hunt,Lightweight,James Vick,def.,Jake Matthews,1,4:53,Submission (guillotine choke)
1618,UFC Fight Night: Miocic vs. Hunt,Featherweight,Dan Hooker,def.,Hatsu Hioki,2,4:13,KO (head kick and punches)
1619,UFC Fight Night: Miocic vs. Hunt,Welterweight,Kyle Noke,def.,Jonavin Webb,3,5:00,"Decision (split) (27–30, 29–28, 29–28)"
1620,UFC Fight Night: Miocic vs. Hunt,Middleweight,Sam Alvey,def.,Dan Kelly,1,0:49,TKO (punches)
1621,UFC Fight Night: Miocic vs. Hunt,Women's Strawweight,Bec Rawlings,def.,Lisa Ellis,1,4:09,Submission (rear-naked choke)
1622,UFC Fight Night: Miocic vs. Hunt,Middleweight,Brad Scott,def.,Dylan Andrews,2,4:54,Submission (guillotine choke)
1623,UFC Fight Night: Miocic vs. Hunt,Women's Strawweight,Alex Chambers,def.,Kailin Curran,3,3:15,Submission (armbar)
1624,UFC Fight Night: Miocic vs. Hunt,Welterweight,Brendan O'Reilly,def.,Vik Grujic,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
1625,UFC Fight Night: Miocic vs. Hunt,Flyweight,Ben Nguyen,def.,Alptekin Özkılıç,1,4:59,TKO (punches)
